date,close
2018-12-04,21.12
2018-12-03,23.71
2018-11-30,21.3
2018-11-29,21.43
2018-11-28,21.34
2018-11-27,21.05
2018-11-26,20.08
2018-11-23,19.38
2018-11-21,18.73
2018-11-20,19.21
2018-11-19,19.11
2018-11-16,20.66
2018-11-15,21.49
2018-11-14,20.81
2018-11-13,19.61
2018-11-12,19.03
2018-11-09,21.03
2018-11-08,21.2
2018-11-07,21.84
2018-11-06,20.68
2018-11-05,19.9
2018-11-02,20.23
2018-11-01,20.22
2018-10-31,18.21
2018-10-30,17.2
2018-10-29,16.85
2018-10-26,17.63
2018-10-25,19.27
2018-10-24,22.79
2018-10-23,25.09
2018-10-22,25.03
2018-10-19,23.66
2018-10-18,26.62
2018-10-17,27.3
2018-10-16,28.18
2018-10-15,26.26
2018-10-12,26.34
2018-10-11,25.3
2018-10-10,25.0
2018-10-09,27.24
2018-10-08,26.46
2018-10-05,27.35
2018-10-04,27.78
2018-10-03,28.43
2018-10-02,29.02
2018-10-01,31.42
2018-09-28,30.89
2018-09-27,32.59
2018-09-26,32.19
2018-09-25,32.57
2018-09-24,32.61
2018-09-21,31.02
2018-09-20,31.18
2018-09-19,31.21
2018-09-18,31.93
2018-09-17,32.43
2018-09-14,32.72
2018-09-13,30.48
2018-09-12,32.21
2018-09-11,30.1
2018-09-10,29.89
2018-09-07,27.38
2018-09-06,27.84
2018-09-05,28.51
2018-09-04,28.06
2018-08-31,25.17
2018-08-30,24.89
2018-08-29,25.2
2018-08-28,25.05
2018-08-27,25.26
2018-08-24,23.98
2018-08-23,22.29
2018-08-22,20.9
2018-08-21,20.4
2018-08-20,19.98
2018-08-17,19.77
2018-08-16,19.33
2018-08-15,19.7
2018-08-14,20.02
2018-08-13,19.73
2018-08-10,19.06
2018-08-09,19.1
2018-08-08,19.58
2018-08-07,19.56
2018-08-06,19.43
2018-08-03,18.49
2018-08-02,18.79
2018-08-01,18.48
2018-07-31,18.33
2018-07-30,19.42
2018-07-27,18.94
2018-07-26,18.35
2018-07-25,16.05
2018-07-24,16.19
2018-07-23,16.66
2018-07-20,16.5
2018-07-19,16.71
2018-07-18,16.85
2018-07-17,16.87
2018-07-16,16.58
2018-07-13,16.27
2018-07-12,16.56
2018-07-11,16.27
2018-07-10,16.55
2018-07-09,16.61
2018-07-06,16.36
2018-07-05,15.5
2018-07-03,15.0
2018-07-02,15.16
2018-06-29,14.99
2018-06-28,15.31
2018-06-27,14.97
2018-06-26,15.5
2018-06-25,15.11
2018-06-22,15.8
2018-06-21,15.65
2018-06-20,16.52
2018-06-19,16.69
2018-06-18,17.11
2018-06-15,16.34
2018-06-14,16.25
2018-06-13,16.32
2018-06-12,15.85
2018-06-11,15.73
2018-06-08,15.25
2018-06-07,14.89
2018-06-06,15.67
2018-06-05,14.85
2018-06-04,14.85
2018-06-01,14.4
2018-05-31,13.73
2018-05-30,13.82
2018-05-29,13.36
2018-05-25,13.54
2018-05-24,13.41
2018-05-23,13.1
2018-05-22,12.98
2018-05-21,12.99
2018-05-18,13.0
2018-05-17,12.82
2018-05-16,12.82
2018-05-15,12.45
2018-05-14,12.23
2018-05-11,11.95
2018-05-10,12.13
2018-05-09,11.95
2018-05-08,11.61
2018-05-07,11.59
2018-05-04,11.28
2018-05-03,10.93
2018-05-02,10.97
2018-05-01,11.13
2018-04-30,10.88
2018-04-27,11.11
2018-04-26,11.04
2018-04-25,9.71
2018-04-24,10.09
2018-04-23,10.04
2018-04-20,9.99
