date,close
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-13,0.0
2014-12-14,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-20,0.0
2014-12-21,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,0.0
2014-12-27,0.0
2014-12-28,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.01523
2015-01-22,0.01602
2015-01-23,0.016
2015-01-24,0.01739
2015-01-25,0.017
2015-01-26,0.01469
2015-01-27,0.0155
2015-01-28,0.015
2015-01-29,0.0135
2015-01-30,0.015
2015-01-31,0.01499
2015-02-01,0.013519999999999999
2015-02-02,0.013269999999999999
2015-02-03,0.0148
2015-02-04,0.013999999999999999
2015-02-05,0.01573
2015-02-06,0.0155
2015-02-07,0.01468
2015-02-08,0.014280000000000001
2015-02-09,0.0135
2015-02-10,0.01464
2015-02-11,0.01462
2015-02-12,0.0143
2015-02-13,0.01445
2015-02-14,0.012
2015-02-15,0.012
2015-02-16,0.015080000000000001
2015-02-17,0.013009999999999999
2015-02-18,0.01499
2015-02-19,0.013069999999999998
2015-02-20,0.013069999999999998
2015-02-21,0.013069999999999998
2015-02-22,0.013069999999999998
2015-02-23,0.01403
2015-02-24,0.013430000000000001
2015-02-25,0.013999999999999999
2015-02-26,0.013000000000000001
2015-02-27,0.01206
2015-02-28,0.01178
2015-03-01,0.011009999999999999
2015-03-02,0.006611
2015-03-03,0.008505
2015-03-04,0.012
2015-03-05,0.012
2015-03-06,0.0104
2015-03-07,0.0103
2015-03-08,0.009777
2015-03-09,0.009806
2015-03-10,0.009536
2015-03-11,0.0077
2015-03-12,0.01082
2015-03-13,0.010709999999999999
2015-03-14,0.01112
2015-03-15,0.0106
2015-03-16,0.01054
2015-03-17,0.01053
2015-03-18,0.01024
2015-03-19,0.01093
2015-03-20,0.007515000000000001
2015-03-21,0.01011
2015-03-22,0.01004
2015-03-23,0.009728
2015-03-24,0.009942
2015-03-25,0.0092
2015-03-26,0.0085
2015-03-27,0.00875
2015-03-28,0.00895
2015-03-29,0.00835
2015-03-30,0.008199
2015-03-31,0.007737999999999999
2015-04-01,0.0079
2015-04-02,0.00785
2015-04-03,0.008925
2015-04-04,0.009368000000000001
2015-04-05,0.008839
2015-04-06,0.008783
2015-04-07,0.0091
2015-04-08,0.009179999999999999
2015-04-09,0.009195
2015-04-10,0.009179999999999999
2015-04-11,0.008
2015-04-12,0.008
2015-04-13,0.008270999999999999
2015-04-14,0.008270999999999999
2015-04-15,0.008270999999999999
2015-04-16,0.008270999999999999
2015-04-17,0.008270999999999999
2015-04-18,0.008270999999999999
2015-04-19,0.008270999999999999
2015-04-20,0.003565
2015-04-21,0.003565
2015-04-22,0.004
2015-04-23,0.008274
2015-04-24,0.008020000000000001
2015-04-25,0.008020999999999999
2015-04-26,0.007781000000000001
2015-04-27,0.008055
2015-04-28,0.007698999999999999
2015-04-29,0.007634999999999999
2015-04-30,0.0085
2015-05-01,0.008499
2015-05-02,0.008440999999999999
2015-05-03,0.007803
2015-05-04,0.008165
2015-05-05,0.0078
2015-05-06,0.00772
2015-05-07,0.0077989999999999995
2015-05-08,0.006659999999999999
2015-05-09,0.0078
2015-05-10,0.006659999999999999
2015-05-11,0.006659999999999999
2015-05-12,0.007499
2015-05-13,0.006659999999999999
2015-05-14,0.007478
2015-05-15,0.006484
2015-05-16,0.0064849999999999994
2015-05-17,0.006481000000000001
2015-05-18,0.006116
2015-05-19,0.0046
2015-05-20,0.005006
2015-05-21,0.005002
2015-05-22,0.005002
2015-05-23,0.007095999999999999
2015-05-24,0.0050030000000000005
2015-05-25,0.00747
2015-05-26,0.007238
2015-05-27,0.014980000000000002
2015-05-28,0.005526
2015-05-29,0.014119999999999999
2015-05-30,0.0081
2015-05-31,0.009000000000000001
2015-06-01,0.0056
2015-06-02,0.00857
2015-06-03,0.005606
2015-06-04,0.008919
2015-06-05,0.008919
2015-06-06,0.008919
2015-06-07,0.008919
2015-06-08,0.008917
2015-06-09,0.008068
2015-06-10,0.008068
2015-06-11,0.008068
2015-06-12,0.008
2015-06-13,0.0079
2015-06-14,0.008
2015-06-15,0.0084
2015-06-16,0.014969999999999999
2015-06-17,0.0098
2015-06-18,0.014969999999999999
2015-06-19,0.01139
2015-06-20,0.0141
2015-06-21,0.01
2015-06-22,0.01025
2015-06-23,0.01025
2015-06-24,0.0115
2015-06-25,0.0115
2015-06-26,0.0122
2015-06-27,0.011000000000000001
2015-06-28,0.0118
2015-06-29,0.01146
2015-06-30,0.011000000000000001
2015-07-01,0.01135
2015-07-02,0.01135
2015-07-03,0.011000000000000001
2015-07-04,0.0109
2015-07-05,0.00885
2015-07-06,0.01025
2015-07-07,0.0092
2015-07-08,0.0097
2015-07-09,0.0084
2015-07-10,0.008976999999999999
2015-07-11,0.00825
2015-07-12,0.008251
2015-07-13,0.0081
2015-07-14,0.0088
2015-07-15,0.0088
2015-07-16,0.0079
2015-07-17,0.0079
2015-07-18,0.008
2015-07-19,0.0079
2015-07-20,0.008444
2015-07-21,0.008438
2015-07-22,0.0082
2015-07-23,0.0076
2015-07-24,0.0075
2015-07-25,0.0077
2015-07-26,0.0083
2015-07-27,0.0079
2015-07-28,0.00875
2015-07-29,0.00875
2015-07-30,0.0087
2015-07-31,0.0086
2015-08-01,0.008409999999999999
2015-08-02,0.0085
2015-08-03,0.0085
2015-08-04,0.0082
2015-08-05,0.0086
2015-08-06,0.00801
2015-08-07,0.008013
2015-08-08,0.009000000000000001
2015-08-09,0.0087
2015-08-10,0.009179999999999999
2015-08-11,0.0085
2015-08-12,0.00801
2015-08-13,0.0085
2015-08-14,0.00801
2015-08-15,0.00801
2015-08-16,0.008999
2015-08-17,0.0085
2015-08-18,0.00875
2015-08-19,0.007778
2015-08-20,0.00875
2015-08-21,0.007969
2015-08-22,0.00801
2015-08-23,0.006999999999999999
2015-08-24,0.008
2015-08-25,0.0067
2015-08-26,0.00875
2015-08-27,0.00875
2015-08-28,0.005508
2015-08-29,0.00873
2015-08-30,0.00873
2015-08-31,0.006901000000000001
2015-09-01,0.009536
2015-09-02,0.008711
2015-09-03,0.009536
2015-09-04,0.009536
2015-09-05,0.008
2015-09-06,0.00759
2015-09-07,0.007999
2015-09-08,0.008
2015-09-09,0.0085
2015-09-10,0.0077
2015-09-11,0.0079
2015-09-12,0.00755
2015-09-13,0.00746
2015-09-14,0.00725
2015-09-15,0.008
2015-09-16,0.0074
2015-09-17,0.0076
2015-09-18,0.00725
2015-09-19,0.0077
2015-09-20,0.0072
2015-09-21,0.0076
2015-09-22,0.0072
2015-09-23,0.007499
2015-09-24,0.0067
2015-09-25,0.0075
2015-09-26,0.006595999999999999
2015-09-27,0.005566
2015-09-28,0.005901
2015-09-29,0.005526
2015-09-30,0.005526
2015-10-01,0.00525
2015-10-02,0.0058
2015-10-03,0.00525
2015-10-04,0.005005
2015-10-05,0.0059
2015-10-06,0.005797999999999999
2015-10-07,0.0055
2015-10-08,0.0051
2015-10-09,0.0055
2015-10-10,0.00825
2015-10-11,0.005251
2015-10-12,0.0055
2015-10-13,0.0054
2015-10-14,0.005006
2015-10-15,0.005051
2015-10-16,0.005412
2015-10-17,0.005051
2015-10-18,0.005027
2015-10-19,0.0050810000000000004
2015-10-20,0.0048
2015-10-21,0.0046
2015-10-22,0.004492
2015-10-23,0.0046
2015-10-24,0.0046
2015-10-25,0.004492
2015-10-26,0.0051
2015-10-27,0.004794
2015-10-28,0.004445
2015-10-29,0.0040030000000000005
2015-10-30,0.005249
2015-10-31,0.005033
2015-11-01,0.005033
2015-11-02,0.0045
2015-11-03,0.0051
2015-11-04,0.0045
2015-11-05,0.0041
2015-11-06,0.004415
2015-11-07,0.00445
2015-11-08,0.004
2015-11-09,0.004
2015-11-10,0.00435
2015-11-11,0.0047
2015-11-12,0.005
2015-11-13,0.00434
2015-11-14,0.0048
2015-11-15,0.0041719999999999995
2015-11-16,0.004308
2015-11-17,0.0044
2015-11-18,0.0041
2015-11-19,0.004399
2015-11-20,0.00439
2015-11-21,0.004058
2015-11-22,0.004327
2015-11-23,0.004397
2015-11-24,0.0042060000000000005
2015-11-25,0.0042
2015-11-26,0.004065999999999999
2015-11-27,0.004
2015-11-28,0.004
2015-11-29,0.004
2015-11-30,0.004
2015-12-01,0.00402
2015-12-02,0.00415
2015-12-03,0.0041
2015-12-04,0.004799
2015-12-05,0.00425
2015-12-06,0.00475
2015-12-07,0.0045
2015-12-08,0.00624
2015-12-09,0.00735
2015-12-10,0.006498
2015-12-11,0.006
2015-12-12,0.006131
2015-12-13,0.0059
2015-12-14,0.0058
2015-12-15,0.00475
2015-12-16,0.006
2015-12-17,0.0056
2015-12-18,0.0054
2015-12-19,0.0055
2015-12-20,0.0049
2015-12-21,0.005108
2015-12-22,0.0056
2015-12-23,0.0056
2015-12-24,0.00475
2015-12-25,0.006693999999999999
2015-12-26,0.0058
2015-12-27,0.0051
2015-12-28,0.0049
2015-12-29,0.005255
2015-12-30,0.00535
2015-12-31,0.0052049999999999996
2016-01-01,0.0055
2016-01-02,0.005125
2016-01-03,0.0052
2016-01-04,0.0051
2016-01-05,0.005
2016-01-06,0.005
2016-01-07,0.005
2016-01-08,0.005
2016-01-09,0.004
2016-01-10,0.0054
2016-01-11,0.0040100000000000005
